timestamp,total_system_cpu_percent,total_system_memory_percent,network_bytes_sent,network_bytes_recv,app_A_cpu_percent,app_A_memory_percent,app_B_cpu_percent,app_B_memory_percent
2025-11-14 01:03:42.075404,7.4,53.4,136688866,1834271758,0.0,0.0,43.0,6.75986247751984
2025-11-14 01:03:44.085166,6.5,53.4,136691486,1834273133,0.0,0.0,30.200000000000003,6.759664332602096
2025-11-14 01:03:46.094763,6.8,53.4,136692377,1834273463,0.0,0.0,33.4,6.743738434838434
2025-11-14 01:03:48.105086,7.9,53.4,136694658,1834274306,0.0,0.0,39.1,6.73975076836884
2025-11-14 01:03:50.115606,7.9,53.4,136696038,1834275360,0.0,0.0,60.50000000000001,6.719242769382351
2025-11-14 01:03:52.125695,6.0,53.4,136703038,1834282802,0.0,0.0,31.1,6.715601856518807
2025-11-14 01:03:54.135909,10.2,53.4,136705656,1834283642,0.0,0.0,41.5,6.71607245069845
2025-11-14 01:03:56.146907,7.8,53.4,136706452,1834283930,0.0,0.0,39.6,6.712481074064343
2025-11-14 01:03:58.158106,7.3,53.4,136707941,1834284491,0.0,0.0,39.6,6.712555378408496
2025-11-14 01:04:00.168168,7.9,53.4,136708698,1834285030,0.0,0.0,50.800000000000004,6.719391378070659
2025-11-14 01:04:02.180785,5.9,53.4,136711871,1834285556,0.0,0.0,34.1,6.7193418418412225
2025-11-14 01:04:04.193344,6.7,53.4,136717444,1834286220,0.0,0.0,37.2,6.710326248083877
2025-11-14 01:04:06.205345,7.3,53.4,136718310,1834286704,0.0,0.0,37.199999999999996,6.710722537919365
2025-11-14 01:04:08.218177,6.0,53.4,136720516,1834287389,0.0,0.0,32.6,6.708617248168336
2025-11-14 01:04:10.231278,8.4,53.4,136721651,1834287976,0.0,0.0,57.4,6.71911892880876
2025-11-14 01:04:12.244290,7.0,53.4,136722778,1834288377,0.0,0.0,33.6,6.714140537750446
2025-11-14 01:04:14.256586,7.4,53.4,136724621,1834289355,0.0,0.0,38.8,6.716493508648655
2025-11-14 01:04:16.269609,7.8,53.4,136725322,1834289550,0.0,0.0,39.6,6.711168363984289
2025-11-14 01:04:18.279408,5.8,53.4,136726351,1834293572,0.0,0.0,32.5,6.7118123349669565
2025-11-14 01:04:20.292657,7.4,53.4,136727250,1834295834,0.0,0.0,59.4,6.716443972419219
2025-11-14 01:04:22.305179,7.5,53.4,136729195,1834296568,0.0,0.0,35.7,6.717707146269835
2025-11-14 01:04:24.317866,7.2,53.5,136731672,1834303674,0.0,0.0,30.299999999999997,6.713397494308906
2025-11-14 01:04:26.327353,11.6,53.6,136740112,1834323957,0.0,0.0,43.0,6.712778291440958
2025-11-14 01:04:28.337526,9.0,53.7,136753502,1834348128,0.0,0.0,48.900000000000006,6.719440914300095
2025-11-14 01:04:30.350831,9.8,53.9,136776956,1834373290,0.0,0.0,34.1,6.723329508310817
2025-11-14 01:04:32.363305,8.0,53.8,136779778,1834379247,0.0,0.0,39.6,6.714264378324036
2025-11-14 01:04:34.375907,6.5,53.8,136783770,1834386948,0.0,0.0,31.800000000000004,6.714561595700652
2025-11-14 01:04:36.388427,6.7,53.8,136784472,1834387263,0.0,0.0,39.5,6.71250584217906
2025-11-14 01:04:38.400131,9.1,53.8,136786579,1834388154,0.0,0.0,57.00000000000001,6.722536928639842
2025-11-14 01:04:40.412401,10.1,53.6,136787139,1834388446,0.0,0.0,37.3,6.716245827501475
2025-11-14 01:04:42.425699,8.0,53.7,136789821,1834390835,0.0,0.0,40.4,6.717459465122656
2025-11-14 01:04:44.435566,13.1,53.7,136791788,1834391781,0.0,0.0,47.3,6.713769016029676
2025-11-14 01:04:46.448353,11.6,53.7,136793288,1834392469,0.0,0.0,55.4,6.720233493971069
2025-11-14 01:04:48.461170,10.2,53.7,136795415,1834393395,0.0,0.0,38.9,6.711812334966956
2025-11-14 01:04:50.474621,6.3,53.7,136796820,1834394191,0.0,0.0,31.799999999999997,6.711019755295981
2025-11-14 01:04:52.487380,6.3,53.7,136798171,1834394645,0.0,0.0,34.1,6.709905190133671
2025-11-14 01:04:54.500051,8.6,53.7,136799830,1834395447,0.0,0.0,53.5,6.719762899791428
2025-11-14 01:04:56.512048,6.4,53.7,136800794,1834395904,0.0,0.0,36.8,6.7153046391421904
2025-11-14 01:04:58.523963,7.9,53.7,136802200,1834396610,0.0,0.0,48.1,6.7155275521746525
2025-11-14 01:05:00.537437,6.9,53.6,136802893,1834397019,0.0,0.0,31.799999999999997,6.682536423370301
2025-11-14 01:05:02.547164,10.7,53.6,136804893,1834400362,0.0,0.0,39.5,6.71089591472239
2025-11-14 01:05:04.557541,7.7,53.7,136805040,1834402965,0.0,0.0,58.6,6.6862021043485615
2025-11-14 01:05:06.569822,6.6,53.6,136805040,1834403309,0.0,0.0,29.4,6.715775233321832
2025-11-14 01:05:08.582397,5.9,53.7,136806391,1834403817,0.0,0.0,36.4,6.684369263859431
2025-11-14 01:05:10.595643,13.3,53.8,136837618,1834483871,0.0,0.0,137.9,6.841225734368409
2025-11-14 01:05:12.608268,15.6,53.8,136858407,1835055191,0.0,0.0,138.70000000000002,6.9262051359658034
2025-11-14 01:05:14.620996,13.0,54.0,136926228,1848762578,0.0,0.0,114.0,7.038825753588467
2025-11-14 01:05:16.633606,5.8,53.9,136926400,1848762578,0.0,0.0,37.5,6.994020234063638
